Region,Population,Year,Age
Otorohanga district,750,2006,40-44 Years
South Waikato district,1670,2006,40-44 Years
Waitomo district,750,2006,40-44 Years
Taupo district,2460,2006,40-44 Years
Western Bay of Plenty district,3440,2006,40-44 Years
Tauranga city,7800,2006,40-44 Years
Rotorua district,5120,2006,40-44 Years
Whakatane district,2510,2006,40-44 Years
Kawerau district,470,2006,40-44 Years
Opotiki district,630,2006,40-44 Years
Gisborne district,3260,2006,40-44 Years
Wairoa district,600,2006,40-44 Years
Hastings district,5550,2006,40-44 Years
Napier city,4200,2006,40-44 Years
Central Hawke's Bay district,1040,2006,40-44 Years
New Plymouth district,5300,2006,40-44 Years
Stratford district,690,2006,40-44 Years
South Taranaki district,2030,2006,40-44 Years
Ruapehu district,980,2006,40-44 Years
Whanganui district,3130,2006,40-44 Years
Rangitikei district,1180,2006,40-44 Years
Manawatu district,2120,2006,40-44 Years
Palmerston North city,5670,2006,40-44 Years
Tararua district,1370,2006,40-44 Years
Horowhenua district,2170,2006,40-44 Years
Kapiti Coast district,3480,2006,40-44 Years
Porirua city,3930,2006,40-44 Years
Upper Hutt city,3200,2006,40-44 Years
Lower Hutt city,7960,2006,40-44 Years
Wellington city,15250,2006,40-44 Years
Masterton district,1610,2006,40-44 Years
Carterton district,520,2006,40-44 Years
South Wairarapa district,700,2006,40-44 Years
Tasman district,3710,2006,40-44 Years
Nelson city,3530,2006,40-44 Years
Marlborough district,3220,2006,40-44 Years
Kaikoura district,270,2006,40-44 Years
Buller district,830,2006,40-44 Years
Grey district,1090,2006,40-44 Years
Westland district,740,2006,40-44 Years
Hurunui district,880,2006,40-44 Years
Waimakariri district,3740,2006,40-44 Years
Christchurch city,26920,2006,40-44 Years
Selwyn district,3230,2006,40-44 Years
Ashburton district,2160,2006,40-44 Years
Timaru district,3300,2006,40-44 Years
Mackenzie district,310,2006,40-44 Years
Waimate district,540,2006,40-44 Years
Chatham Islands territory,50,2006,40-44 Years
Waitaki district,1550,2006,40-44 Years
Central Otago district,1280,2006,40-44 Years
Queenstown-Lakes district,1950,2006,40-44 Years
Dunedin city,8450,2006,40-44 Years
Clutha district,1380,2006,40-44 Years
Southland district,2430,2006,40-44 Years
Gore district,990,2006,40-44 Years
Invercargill city,3970,2006,40-44 Years
Area outside territorial authority,10,2006,40-44 Years
"Total, New Zealand by territorial authority/SA2",316570,2013,40-44 Years
Far North district,3710,2013,40-44 Years
Whangarei district,5610,2013,40-44 Years
Kaipara district,1220,2013,40-44 Years
Auckland,110370,2013,40-44 Years
Rodney local board area,4590,2013,40-44 Years
Hibiscus and Bays local board area,7290,2013,40-44 Years
Upper Harbour local board area,4590,2013,40-44 Years
Kaipatiki local board area,6700,2013,40-44 Years
Devonport-Takapuna local board area,4330,2013,40-44 Years
Henderson-Massey local board area,8250,2013,40-44 Years
Waitakere Ranges local board area,4380,2013,40-44 Years
Aotea/Great Barrier local board area,70,2013,40-44 Years
Waiheke local board area,700,2013,40-44 Years
Waitemata local board area,5370,2013,40-44 Years
Whau local board area,5490,2013,40-44 Years
Albert-Eden local board area,7980,2013,40-44 Years
Puketapapa local board area,3730,2013,40-44 Years
Orakei local board area,6510,2013,40-44 Years
Maungakiekie-Tamaki local board area,5250,2013,40-44 Years
Howick local board area,10420,2013,40-44 Years
Mangere-Otahuhu local board area,4940,2013,40-44 Years
Otara-Papatoetoe local board area,5130,2013,40-44 Years
Manurewa local board area,5860,2013,40-44 Years
Papakura local board area,3250,2013,40-44 Years
Franklin local board area,5560,2013,40-44 Years
Thames-Coromandel district,1640,2013,40-44 Years
Hauraki district,1150,2013,40-44 Years
Waikato district,5230,2013,40-44 Years
Matamata-Piako district,2150,2013,40-44 Years
Hamilton city,9860,2013,40-44 Years
Waipa district,3510,2013,40-44 Years
Otorohanga district,660,2013,40-44 Years
South Waikato district,1580,2013,40-44 Years
Waitomo district,570,2013,40-44 Years
Taupo district,2470,2013,40-44 Years
Western Bay of Plenty district,3010,2013,40-44 Years
Tauranga city,8350,2013,40-44 Years
Rotorua district,4670,2013,40-44 Years
Whakatane district,2340,2013,40-44 Years
Kawerau district,370,2013,40-44 Years
Opotiki district,510,2013,40-44 Years
Gisborne district,3060,2013,40-44 Years
Wairoa district,460,2013,40-44 Years
Hastings district,5390,2013,40-44 Years
Napier city,4080,2013,40-44 Years
Central Hawke's Bay district,880,2013,40-44 Years
New Plymouth district,5430,2013,40-44 Years
Stratford district,640,2013,40-44 Years
South Taranaki district,1860,2013,40-44 Years
Ruapehu district,750,2013,40-44 Years
Whanganui district,2740,2013,40-44 Years
Rangitikei district,890,2013,40-44 Years
Manawatu district,1930,2013,40-44 Years
Palmerston North city,5330,2013,40-44 Years
Tararua district,1170,2013,40-44 Years
Horowhenua district,1810,2013,40-44 Years
Kapiti Coast district,3560,2013,40-44 Years
Porirua city,4170,2013,40-44 Years
Upper Hutt city,3340,2013,40-44 Years
Lower Hutt city,7560,2013,40-44 Years
Wellington city,15030,2013,40-44 Years
Masterton district,1560,2013,40-44 Years
Carterton district,600,2013,40-44 Years
South Wairarapa district,700,2013,40-44 Years
Tasman district,3730,2013,40-44 Years
Nelson city,3590,2013,40-44 Years
Marlborough district,2910,2013,40-44 Years
Kaikoura district,240,2013,40-44 Years
Buller district,730,2013,40-44 Years
Grey district,1020,2013,40-44 Years
Westland district,610,2013,40-44 Years
Hurunui district,860,2013,40-44 Years
Waimakariri district,4250,2013,40-44 Years
Christchurch city,25570,2013,40-44 Years
Selwyn district,4090,2013,40-44 Years
Ashburton district,2270,2013,40-44 Years
Timaru district,3000,2013,40-44 Years
Mackenzie district,340,2013,40-44 Years
Waimate district,540,2013,40-44 Years
Chatham Islands territory,50,2013,40-44 Years
Waitaki district,1280,2013,40-44 Years
Central Otago district,1250,2013,40-44 Years
Queenstown-Lakes district,2550,2013,40-44 Years
Dunedin city,7940,2013,40-44 Years
Clutha district,1360,2013,40-44 Years
Southland district,2200,2013,40-44 Years
Gore district,750,2013,40-44 Years
Invercargill city,3520,2013,40-44 Years
Area outside territorial authority,5,2013,40-44 Years
"Total, New Zealand by territorial authority/SA2",301180,2018,40-44 Years
Far North district,3510,2018,40-44 Years
Whangarei district,5140,2018,40-44 Years
Kaipara district,1220,2018,40-44 Years
Auckland,105850,2018,40-44 Years
Rodney local board area,4300,2018,40-44 Years
Hibiscus and Bays local board area,7120,2018,40-44 Years
Upper Harbour local board area,4230,2018,40-44 Years
Kaipatiki local board area,6360,2018,40-44 Years
Devonport-Takapuna local board area,4080,2018,40-44 Years
Henderson-Massey local board area,8100,2018,40-44 Years
Waitakere Ranges local board area,4060,2018,40-44 Years
Aotea/Great Barrier local board area,55,2018,40-44 Years
Waiheke local board area,620,2018,40-44 Years
Waitemata local board area,5170,2018,40-44 Years
Whau local board area,5440,2018,40-44 Years
Albert-Eden local board area,7190,2018,40-44 Years
Puketapapa local board area,3520,2018,40-44 Years
Orakei local board area,6020,2018,40-44 Years
Maungakiekie-Tamaki local board area,5380,2018,40-44 Years
Howick local board area,10100,2018,40-44 Years
Mangere-Otahuhu local board area,4830,2018,40-44 Years
Otara-Papatoetoe local board area,5050,2018,40-44 Years
Manurewa local board area,5710,2018,40-44 Years
Papakura local board area,3450,2018,40-44 Years
Franklin local board area,5070,2018,40-44 Years
Thames-Coromandel district,1460,2018,40-44 Years
Hauraki district,1040,2018,40-44 Years
Waikato district,5080,2018,40-44 Years
Matamata-Piako district,1910,2018,40-44 Years
Hamilton city,10210,2018,40-44 Years
Waipa district,3340,2018,40-44 Years
Otorohanga district,620,2018,40-44 Years
South Waikato district,1320,2018,40-44 Years
Waitomo district,520,2018,40-44 Years
Taupo district,2240,2018,40-44 Years
Western Bay of Plenty district,2940,2018,40-44 Years
Tauranga city,8790,2018,40-44 Years
Rotorua district,4580,2018,40-44 Years
Whakatane district,2100,2018,40-44 Years
Kawerau district,360,2018,40-44 Years
Opotiki district,450,2018,40-44 Years
Gisborne district,2810,2018,40-44 Years
Wairoa district,420,2018,40-44 Years
Hastings district,5040,2018,40-44 Years
Napier city,3840,2018,40-44 Years
Central Hawke's Bay district,840,2018,40-44 Years
New Plymouth district,5260,2018,40-44 Years
Stratford district,570,2018,40-44 Years
South Taranaki district,1610,2018,40-44 Years
Ruapehu district,680,2018,40-44 Years
Whanganui district,2520,2018,40-44 Years
Rangitikei district,760,2018,40-44 Years
Manawatu district,1890,2018,40-44 Years
Palmerston North city,5100,2018,40-44 Years
Tararua district,1000,2018,40-44 Years
Horowhenua district,1730,2018,40-44 Years
Kapiti Coast district,3070,2018,40-44 Years
Porirua city,4010,2018,40-44 Years
Upper Hutt city,3100,2018,40-44 Years
Lower Hutt city,7070,2018,40-44 Years
Wellington city,14430,2018,40-44 Years
Masterton district,1390,2018,40-44 Years
Carterton district,560,2018,40-44 Years
South Wairarapa district,700,2018,40-44 Years
Tasman district,3300,2018,40-44 Years
Nelson city,3230,2018,40-44 Years
Marlborough district,2930,2018,40-44 Years
Kaikoura district,230,2018,40-44 Years
Buller district,520,2018,40-44 Years
Grey district,740,2018,40-44 Years
Westland district,490,2018,40-44 Years
Hurunui district,780,2018,40-44 Years
Waimakariri district,3740,2018,40-44 Years
Christchurch city,23920,2018,40-44 Years
Selwyn district,4580,2018,40-44 Years
Ashburton district,2060,2018,40-44 Years
Timaru district,2660,2018,40-44 Years
Mackenzie district,290,2018,40-44 Years
Waimate district,460,2018,40-44 Years
Chatham Islands territory,35,2018,40-44 Years
Waitaki district,1290,2018,40-44 Years
Central Otago district,1260,2018,40-44 Years
Queenstown-Lakes district,3030,2018,40-44 Years
Dunedin city,7150,2018,40-44 Years
Clutha district,1140,2018,40-44 Years
Southland district,2020,2018,40-44 Years
Gore district,710,2018,40-44 Years
Invercargill city,3500,2018,40-44 Years
Area outside territorial authority,5,2018,40-44 Years
"Total, New Zealand by territorial authority/SA2",331800,2023,40-44 Years
Far North district,3710,2023,40-44 Years
Whangarei district,5490,2023,40-44 Years
Kaipara district,1400,2023,40-44 Years
Auckland,122560,2023,40-44 Years
Rodney local board area,5260,2023,40-44 Years
Hibiscus and Bays local board area,8890,2023,40-44 Years
Upper Harbour local board area,6100,2023,40-44 Years
Kaipatiki local board area,7480,2023,40-44 Years
Devonport-Takapuna local board area,4140,2023,40-44 Years
Henderson-Massey local board area,9330,2023,40-44 Years
Waitakere Ranges local board area,4040,2023,40-44 Years
Aotea/Great Barrier local board area,50,2023,40-44 Years
Waiheke local board area,550,2023,40-44 Years
Waitemata local board area,5730,2023,40-44 Years
Whau local board area,6310,2023,40-44 Years
Albert-Eden local board area,7020,2023,40-44 Years
Puketapapa local board area,4320,2023,40-44 Years
Orakei local board area,6010,2023,40-44 Years
Maungakiekie-Tamaki local board area,6000,2023,40-44 Years
Howick local board area,12770,2023,40-44 Years
Mangere-Otahuhu local board area,5460,2023,40-44 Years
Otara-Papatoetoe local board area,6050,2023,40-44 Years
Manurewa local board area,6900,2023,40-44 Years
Papakura local board area,4720,2023,40-44 Years
Franklin local board area,5410,2023,40-44 Years
Thames-Coromandel district,1570,2023,40-44 Years
Hauraki district,1010,2023,40-44 Years
Waikato district,5790,2023,40-44 Years
Matamata-Piako district,2010,2023,40-44 Years
Hamilton city,11960,2023,40-44 Years
Waipa district,3570,2023,40-44 Years
Otorohanga district,620,2023,40-44 Years
South Waikato district,1270,2023,40-44 Years
Waitomo district,560,2023,40-44 Years
Taupo district,2450,2023,40-44 Years
Western Bay of Plenty district,3330,2023,40-44 Years
Tauranga city,10090,2023,40-44 Years
Rotorua district,4710,2023,40-44 Years
Whakatane district,1940,2023,40-44 Years
Kawerau district,390,2023,40-44 Years
Opotiki district,530,2023,40-44 Years
Gisborne district,2960,2023,40-44 Years
Wairoa district,450,2023,40-44 Years
Hastings district,5580,2023,40-44 Years
Napier city,3810,2023,40-44 Years
Central Hawke's Bay district,860,2023,40-44 Years
New Plymouth district,5640,2023,40-44 Years
Stratford district,540,2023,40-44 Years
South Taranaki district,1760,2023,40-44 Years
Ruapehu district,660,2023,40-44 Years
Whanganui district,2650,2023,40-44 Years
Rangitikei district,780,2023,40-44 Years
Manawatu district,1960,2023,40-44 Years
Palmerston North city,5490,2023,40-44 Years
Tararua district,1030,2023,40-44 Years
Horowhenua district,1750,2023,40-44 Years
Kapiti Coast district,3290,2023,40-44 Years
Porirua city,4120,2023,40-44 Years
Upper Hutt city,3190,2023,40-44 Years
Lower Hutt city,8120,2023,40-44 Years
Wellington city,14400,2023,40-44 Years
Masterton district,1620,2023,40-44 Years
Carterton district,540,2023,40-44 Years
South Wairarapa district,680,2023,40-44 Years
Tasman district,3300,2023,40-44 Years
Nelson city,3390,2023,40-44 Years
Marlborough district,3010,2023,40-44 Years
Kaikoura district,250,2023,40-44 Years
Buller district,420,2023,40-44 Years
Grey district,670,2023,40-44 Years
Westland district,490,2023,40-44 Years
Hurunui district,740,2023,40-44 Years
Waimakariri district,3870,2023,40-44 Years
Christchurch city,25560,2023,40-44 Years
Selwyn district,5750,2023,40-44 Years
Ashburton district,2160,2023,40-44 Years
Timaru district,2690,2023,40-44 Years
Mackenzie district,310,2023,40-44 Years
Waimate district,450,2023,40-44 Years
Chatham Islands territory,40,2023,40-44 Years
Waitaki district,1380,2023,40-44 Years
Central Otago district,1510,2023,40-44 Years
Queenstown-Lakes district,3790,2023,40-44 Years
Dunedin city,7600,2023,40-44 Years
Clutha district,1070,2023,40-44 Years
Southland district,2160,2023,40-44 Years
Gore district,680,2023,40-44 Years
Invercargill city,3680,2023,40-44 Years
Area outside territorial authority,5,2023,40-44 Years
"Total, New Zealand by territorial authority/SA2",249450,1996,45-49 Years
Far North district,3530,1996,45-49 Years
Whangarei district,4540,1996,45-49 Years
Kaipara district,1160,1996,45-49 Years
Auckland,75950,1996,45-49 Years
Rodney local board area,3050,1996,45-49 Years
Hibiscus and Bays local board area,5380,1996,45-49 Years
Upper Harbour local board area,1800,1996,45-49 Years
Kaipatiki local board area,5510,1996,45-49 Years
Devonport-Takapuna local board area,4090,1996,45-49 Years
Henderson-Massey local board area,5030,1996,45-49 Years
Waitakere Ranges local board area,3180,1996,45-49 Years
Aotea/Great Barrier local board area,90,1996,45-49 Years
Waiheke local board area,570,1996,45-49 Years
Waitemata local board area,2930,1996,45-49 Years
Whau local board area,3460,1996,45-49 Years
Albert-Eden local board area,5530,1996,45-49 Years
Puketapapa local board area,3000,1996,45-49 Years
Orakei local board area,5650,1996,45-49 Years
Maungakiekie-Tamaki local board area,3380,1996,45-49 Years
Howick local board area,7150,1996,45-49 Years
Mangere-Otahuhu local board area,3270,1996,45-49 Years
Otara-Papatoetoe local board area,3640,1996,45-49 Years
Manurewa local board area,3380,1996,45-49 Years
Papakura local board area,2460,1996,45-49 Years
Franklin local board area,3430,1996,45-49 Years
Thames-Coromandel district,1720,1996,45-49 Years
Hauraki district,1150,1996,45-49 Years
Waikato district,3490,1996,45-49 Years
Matamata-Piako district,1820,1996,45-49 Years
Hamilton city,7060,1996,45-49 Years
Waipa district,2490,1996,45-49 Years
Otorohanga district,660,1996,45-49 Years
South Waikato district,1520,1996,45-49 Years
Waitomo district,730,1996,45-49 Years
Taupo district,1970,1996,45-49 Years
Western Bay of Plenty district,2530,1996,45-49 Years
Tauranga city,5150,1996,45-49 Years
Rotorua district,4190,1996,45-49 Years
Whakatane district,2150,1996,45-49 Years
Kawerau district,470,1996,45-49 Years
Opotiki district,600,1996,45-49 Years
Gisborne district,2870,1996,45-49 Years
Wairoa district,670,1996,45-49 Years
Hastings district,4640,1996,45-49 Years
Napier city,3880,1996,45-49 Years
