Region,Population,Year,Age
South Waikato District,1540,2033,45-49 years
Waitomo District,560,2033,45-49 years
Taupo District,2610,2033,45-49 years
Western Bay of Plenty District,4160,2033,45-49 years
Tauranga City,11990,2033,45-49 years
Rotorua District,5150,2033,45-49 years
Whakatane District,2240,2033,45-49 years
Kawerau District,420,2033,45-49 years
Opotiki District,600,2033,45-49 years
Gisborne District,3320,2033,45-49 years
Wairoa District,510,2033,45-49 years
Hastings District,6240,2033,45-49 years
Napier City,4240,2033,45-49 years
Central Hawke's Bay District,1010,2033,45-49 years
New Plymouth District,6010,2033,45-49 years
Stratford District,670,2033,45-49 years
South Taranaki District,1950,2033,45-49 years
Ruapehu District,780,2033,45-49 years
Whanganui District,2940,2033,45-49 years
Rangitikei District,980,2033,45-49 years
Manawatu District,2310,2033,45-49 years
Palmerston North City,5800,2033,45-49 years
Tararua District,1170,2033,45-49 years
Horowhenua District,2080,2033,45-49 years
Kapiti Coast District,3620,2033,45-49 years
Porirua City,4520,2033,45-49 years
Upper Hutt City,3720,2033,45-49 years
Lower Hutt City,9020,2033,45-49 years
Wellington City,12150,2033,45-49 years
Masterton District,1790,2033,45-49 years
Carterton District,570,2033,45-49 years
South Wairarapa District,780,2033,45-49 years
Tasman District,3780,2033,45-49 years
Nelson City,3670,2033,45-49 years
Marlborough District,3560,2033,45-49 years
Kaikoura District,260,2033,45-49 years
Buller District,510,2033,45-49 years
Grey District,860,2033,45-49 years
Westland District,550,2033,45-49 years
Hurunui District,950,2033,45-49 years
Waimakariri District,4670,2033,45-49 years
Christchurch City,28670,2033,45-49 years
Selwyn District,7940,2033,45-49 years
Ashburton District,2520,2033,45-49 years
Timaru District,3170,2033,45-49 years
Mackenzie District,440,2033,45-49 years
Waimate District,530,2033,45-49 years
Chatham Islands Territory,45,2033,45-49 years
Waitaki District,1530,2033,45-49 years
Central Otago District,2020,2033,45-49 years
Queenstown-Lakes District,5040,2033,45-49 years
Dunedin City,7610,2033,45-49 years
Clutha District,1290,2033,45-49 years
Southland District,2240,2033,45-49 years
Gore District,810,2033,45-49 years
Invercargill City,3820,2033,45-49 years
Far North District,5180,2038,45-49 years
Whangarei District,7570,2038,45-49 years
Kaipara District,1950,2038,45-49 years
Auckland,143240,2038,45-49 years
Thames-Coromandel District,1820,2038,45-49 years
Hauraki District,1500,2038,45-49 years
Waikato District,8450,2038,45-49 years
Matamata-Piako District,2710,2038,45-49 years
Hamilton City,15990,2038,45-49 years
Waipa District,4580,2038,45-49 years
Otorohanga District,840,2038,45-49 years
South Waikato District,1900,2038,45-49 years
Waitomo District,700,2038,45-49 years
Taupo District,2860,2038,45-49 years
Western Bay of Plenty District,4860,2038,45-49 years
Tauranga City,13620,2038,45-49 years
Rotorua District,5850,2038,45-49 years
Whakatane District,2490,2038,45-49 years
Kawerau District,450,2038,45-49 years
Opotiki District,760,2038,45-49 years
Gisborne District,3780,2038,45-49 years
Wairoa District,640,2038,45-49 years
Hastings District,7200,2038,45-49 years
Napier City,4860,2038,45-49 years
Central Hawke's Bay District,1080,2038,45-49 years
New Plymouth District,6450,2038,45-49 years
Stratford District,750,2038,45-49 years
South Taranaki District,2020,2038,45-49 years
Ruapehu District,910,2038,45-49 years
Whanganui District,3330,2038,45-49 years
Rangitikei District,1170,2038,45-49 years
Manawatu District,2500,2038,45-49 years
Palmerston North City,6310,2038,45-49 years
Tararua District,1290,2038,45-49 years
Horowhenua District,2530,2038,45-49 years
Kapiti Coast District,4080,2038,45-49 years
Porirua City,4960,2038,45-49 years
Upper Hutt City,4330,2038,45-49 years
Lower Hutt City,10220,2038,45-49 years
Wellington City,14130,2038,45-49 years
Masterton District,2310,2038,45-49 years
Carterton District,640,2038,45-49 years
South Wairarapa District,860,2038,45-49 years
Tasman District,4170,2038,45-49 years
Nelson City,3870,2038,45-49 years
Marlborough District,3920,2038,45-49 years
Kaikoura District,280,2038,45-49 years
Buller District,570,2038,45-49 years
Grey District,1020,2038,45-49 years
Westland District,710,2038,45-49 years
Hurunui District,1090,2038,45-49 years
Waimakariri District,5530,2038,45-49 years
Christchurch City,33520,2038,45-49 years
Selwyn District,8200,2038,45-49 years
Ashburton District,3110,2038,45-49 years
Timaru District,3640,2038,45-49 years
Mackenzie District,560,2038,45-49 years
Waimate District,620,2038,45-49 years
Chatham Islands Territory,70,2038,45-49 years
Waitaki District,1760,2038,45-49 years
Central Otago District,2360,2038,45-49 years
Queenstown-Lakes District,6030,2038,45-49 years
Dunedin City,8060,2038,45-49 years
Clutha District,1380,2038,45-49 years
Southland District,2480,2038,45-49 years
Gore District,950,2038,45-49 years
Invercargill City,3970,2038,45-49 years
Far North District,4910,2043,45-49 years
Whangarei District,7360,2043,45-49 years
Kaipara District,1760,2043,45-49 years
Auckland,140160,2043,45-49 years
Thames-Coromandel District,1670,2043,45-49 years
Hauraki District,1330,2043,45-49 years
Waikato District,8010,2043,45-49 years
Matamata-Piako District,2630,2043,45-49 years
Hamilton City,15030,2043,45-49 years
Waipa District,4450,2043,45-49 years
Otorohanga District,800,2043,45-49 years
South Waikato District,1940,2043,45-49 years
Waitomo District,700,2043,45-49 years
Taupo District,2530,2043,45-49 years
Western Bay of Plenty District,4490,2043,45-49 years
Tauranga City,12440,2043,45-49 years
Rotorua District,5450,2043,45-49 years
Whakatane District,2460,2043,45-49 years
Kawerau District,450,2043,45-49 years
Opotiki District,670,2043,45-49 years
Gisborne District,3520,2043,45-49 years
Wairoa District,670,2043,45-49 years
Hastings District,6820,2043,45-49 years
Napier City,4410,2043,45-49 years
Central Hawke's Bay District,1010,2043,45-49 years
New Plymouth District,5770,2043,45-49 years
Stratford District,630,2043,45-49 years
South Taranaki District,1700,2043,45-49 years
Ruapehu District,810,2043,45-49 years
Whanganui District,3240,2043,45-49 years
Rangitikei District,1000,2043,45-49 years
Manawatu District,2560,2043,45-49 years
Palmerston North City,6090,2043,45-49 years
Tararua District,1230,2043,45-49 years
Horowhenua District,2490,2043,45-49 years
Kapiti Coast District,3640,2043,45-49 years
Porirua City,4640,2043,45-49 years
Upper Hutt City,3970,2043,45-49 years
Lower Hutt City,10390,2043,45-49 years
Wellington City,15990,2043,45-49 years
Masterton District,2030,2043,45-49 years
Carterton District,620,2043,45-49 years
South Wairarapa District,800,2043,45-49 years
Tasman District,4090,2043,45-49 years
Nelson City,3430,2043,45-49 years
Marlborough District,3660,2043,45-49 years
Kaikoura District,260,2043,45-49 years
Buller District,530,2043,45-49 years
Grey District,840,2043,45-49 years
Westland District,580,2043,45-49 years
Hurunui District,1000,2043,45-49 years
Waimakariri District,4970,2043,45-49 years
Christchurch City,31210,2043,45-49 years
Selwyn District,7140,2043,45-49 years
Ashburton District,2810,2043,45-49 years
Timaru District,3290,2043,45-49 years
Mackenzie District,490,2043,45-49 years
Waimate District,570,2043,45-49 years
Chatham Islands Territory,65,2043,45-49 years
Waitaki District,1700,2043,45-49 years
Central Otago District,2140,2043,45-49 years
Queenstown-Lakes District,3810,2043,45-49 years
Dunedin City,6990,2043,45-49 years
Clutha District,1350,2043,45-49 years
Southland District,2280,2043,45-49 years
Gore District,880,2043,45-49 years
Invercargill City,3640,2043,45-49 years
Far North District,4720,2048,45-49 years
Whangarei District,6850,2048,45-49 years
Kaipara District,1650,2048,45-49 years
Auckland,137460,2048,45-49 years
Thames-Coromandel District,1690,2048,45-49 years
Hauraki District,1230,2048,45-49 years
Waikato District,8110,2048,45-49 years
Matamata-Piako District,2320,2048,45-49 years
Hamilton City,14040,2048,45-49 years
Waipa District,4150,2048,45-49 years
Otorohanga District,730,2048,45-49 years
South Waikato District,1700,2048,45-49 years
Waitomo District,650,2048,45-49 years
Taupo District,2380,2048,45-49 years
Western Bay of Plenty District,4140,2048,45-49 years
Tauranga City,11300,2048,45-49 years
Rotorua District,5060,2048,45-49 years
Whakatane District,2240,2048,45-49 years
Kawerau District,430,2048,45-49 years
Opotiki District,640,2048,45-49 years
Gisborne District,3410,2048,45-49 years
Wairoa District,620,2048,45-49 years
Hastings District,6320,2048,45-49 years
Napier City,4320,2048,45-49 years
Central Hawke's Bay District,1010,2048,45-49 years
New Plymouth District,5330,2048,45-49 years
Stratford District,590,2048,45-49 years
South Taranaki District,1820,2048,45-49 years
Ruapehu District,650,2048,45-49 years
Whanganui District,2840,2048,45-49 years
Rangitikei District,1010,2048,45-49 years
Manawatu District,2090,2048,45-49 years
Palmerston North City,5640,2048,45-49 years
Tararua District,1160,2048,45-49 years
Horowhenua District,2470,2048,45-49 years
Kapiti Coast District,3550,2048,45-49 years
Porirua City,4480,2048,45-49 years
Upper Hutt City,3430,2048,45-49 years
Lower Hutt City,9430,2048,45-49 years
Wellington City,17470,2048,45-49 years
Masterton District,1800,2048,45-49 years
Carterton District,600,2048,45-49 years
South Wairarapa District,750,2048,45-49 years
Tasman District,4190,2048,45-49 years
Nelson City,3400,2048,45-49 years
Marlborough District,3260,2048,45-49 years
Kaikoura District,210,2048,45-49 years
Buller District,460,2048,45-49 years
Grey District,860,2048,45-49 years
Westland District,520,2048,45-49 years
Hurunui District,870,2048,45-49 years
Waimakariri District,4810,2048,45-49 years
Christchurch City,31470,2048,45-49 years
Selwyn District,6790,2048,45-49 years
Ashburton District,2580,2048,45-49 years
Timaru District,2900,2048,45-49 years
Mackenzie District,450,2048,45-49 years
Waimate District,530,2048,45-49 years
Chatham Islands Territory,60,2048,45-49 years
Waitaki District,1670,2048,45-49 years
Central Otago District,1710,2048,45-49 years
Queenstown-Lakes District,3530,2048,45-49 years
Dunedin City,7360,2048,45-49 years
Clutha District,1280,2048,45-49 years
Southland District,2230,2048,45-49 years
Gore District,730,2048,45-49 years
Invercargill City,3700,2048,45-49 years
Far North District,4930,2023,50-54 years
Whangarei District,6580,2023,50-54 years
Kaipara District,1720,2023,50-54 years
Auckland,109840,2023,50-54 years
Thames-Coromandel District,2110,2023,50-54 years
Hauraki District,1470,2023,50-54 years
Waikato District,6510,2023,50-54 years
Matamata-Piako District,2220,2023,50-54 years
Hamilton City,10260,2023,50-54 years
Waipa District,4090,2023,50-54 years
Otorohanga District,670,2023,50-54 years
South Waikato District,1660,2023,50-54 years
Waitomo District,600,2023,50-54 years
Taupo District,2800,2023,50-54 years
Western Bay of Plenty District,3950,2023,50-54 years
Tauranga City,9900,2023,50-54 years
Rotorua District,5030,2023,50-54 years
Whakatane District,2460,2023,50-54 years
Kawerau District,420,2023,50-54 years
Opotiki District,670,2023,50-54 years
Gisborne District,3300,2023,50-54 years
Wairoa District,570,2023,50-54 years
Hastings District,5990,2023,50-54 years
Napier City,4490,2023,50-54 years
Central Hawke's Bay District,1010,2023,50-54 years
New Plymouth District,5680,2023,50-54 years
Stratford District,610,2023,50-54 years
South Taranaki District,2040,2023,50-54 years
Ruapehu District,780,2023,50-54 years
Whanganui District,3160,2023,50-54 years
Rangitikei District,1000,2023,50-54 years
Manawatu District,2120,2023,50-54 years
Palmerston North City,5230,2023,50-54 years
Tararua District,1250,2023,50-54 years
Horowhenua District,2280,2023,50-54 years
Kapiti Coast District,4240,2023,50-54 years
Porirua City,4210,2023,50-54 years
Upper Hutt City,3410,2023,50-54 years
Lower Hutt City,7220,2023,50-54 years
Wellington City,13510,2023,50-54 years
Masterton District,1870,2023,50-54 years
Carterton District,720,2023,50-54 years
South Wairarapa District,920,2023,50-54 years
Tasman District,4530,2023,50-54 years
Nelson City,3850,2023,50-54 years
Marlborough District,3400,2023,50-54 years
Kaikoura District,280,2023,50-54 years
Buller District,640,2023,50-54 years
Grey District,1060,2023,50-54 years
Westland District,640,2023,50-54 years
Hurunui District,920,2023,50-54 years
Waimakariri District,5210,2023,50-54 years
Christchurch City,25250,2023,50-54 years
Selwyn District,5900,2023,50-54 years
Ashburton District,2260,2023,50-54 years
Timaru District,3180,2023,50-54 years
Mackenzie District,360,2023,50-54 years
Waimate District,570,2023,50-54 years
Chatham Islands Territory,70,2023,50-54 years
Waitaki District,1480,2023,50-54 years
Central Otago District,1760,2023,50-54 years
Queenstown-Lakes District,3080,2023,50-54 years
Dunedin City,8320,2023,50-54 years
Clutha District,1340,2023,50-54 years
Southland District,2140,2023,50-54 years
Gore District,830,2023,50-54 years
Invercargill City,3510,2023,50-54 years
Far North District,4490,2028,50-54 years
Whangarei District,5770,2028,50-54 years
Kaipara District,1600,2028,50-54 years
Auckland,97280,2028,50-54 years
Thames-Coromandel District,1820,2028,50-54 years
Hauraki District,1220,2028,50-54 years
Waikato District,6220,2028,50-54 years
Matamata-Piako District,1910,2028,50-54 years
Hamilton City,10220,2028,50-54 years
Waipa District,3660,2028,50-54 years
Otorohanga District,610,2028,50-54 years
South Waikato District,1390,2028,50-54 years
Waitomo District,530,2028,50-54 years
Taupo District,2510,2028,50-54 years
Western Bay of Plenty District,3810,2028,50-54 years
Tauranga City,9690,2028,50-54 years
Rotorua District,4610,2028,50-54 years
Whakatane District,2250,2028,50-54 years
Kawerau District,370,2028,50-54 years
Opotiki District,540,2028,50-54 years
Gisborne District,3010,2028,50-54 years
Wairoa District,500,2028,50-54 years
Hastings District,5510,2028,50-54 years
Napier City,4140,2028,50-54 years
Central Hawke's Bay District,960,2028,50-54 years
New Plymouth District,5540,2028,50-54 years
Stratford District,530,2028,50-54 years
South Taranaki District,1700,2028,50-54 years
Ruapehu District,710,2028,50-54 years
Whanganui District,2820,2028,50-54 years
Rangitikei District,870,2028,50-54 years
Manawatu District,2040,2028,50-54 years
Palmerston North City,4900,2028,50-54 years
Tararua District,1090,2028,50-54 years
Horowhenua District,2060,2028,50-54 years
Kapiti Coast District,3450,2028,50-54 years
Porirua City,3940,2028,50-54 years
Upper Hutt City,3070,2028,50-54 years
Lower Hutt City,6530,2028,50-54 years
Wellington City,11840,2028,50-54 years
Masterton District,1630,2028,50-54 years
Carterton District,650,2028,50-54 years
South Wairarapa District,840,2028,50-54 years
Tasman District,3920,2028,50-54 years
Nelson City,3470,2028,50-54 years
Marlborough District,3340,2028,50-54 years
Kaikoura District,250,2028,50-54 years
Buller District,530,2028,50-54 years
Grey District,760,2028,50-54 years
Westland District,510,2028,50-54 years
Hurunui District,850,2028,50-54 years
Waimakariri District,4480,2028,50-54 years
Christchurch City,22610,2028,50-54 years
Selwyn District,5930,2028,50-54 years
Ashburton District,2060,2028,50-54 years
Timaru District,2790,2028,50-54 years
